NAME                         INSTALLED              FIXED-IN                  TYPE          VULNERABILITY        SEVERITY 
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2022-4543        High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-957.12.2.el7     rpm           CVE-2019-11091       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-0821        Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2022-0002        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-19077       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2015-4177        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.el7         rpm           CVE-2019-10638       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.el7         rpm           CVE-2018-7191        Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2020-8834        High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-14489       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.31.1.el7    rpm           CVE-2020-12364       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2018-1108        Low       
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2017-7273        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-957.27.2.el7     rpm           CVE-2018-16871       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2020-10751       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.41.1.el7    rpm           CVE-2021-22555       High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.1.1.el7     rpm           CVE-2019-1125        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-3600        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-11473       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-8658        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.71.1.el7    rpm           CVE-2022-32250       High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.80.1.el7    rpm           CVE-2022-29901       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.18.2.el7    rpm           CVE-2019-19527       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-28915       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2022-21233       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-45919       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-16644       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-19046       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.11.1.el7    rpm           CVE-2020-25643       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.el7         rpm           CVE-2019-12382       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-14615       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2015-4167        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-23222       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-45886       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.1.2.el7     rpm           CVE-2019-14835       High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-41218       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2015-7550        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-38198       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.31.1.el7    rpm           CVE-2020-12363       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-12153       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-15217       Low       
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2022-4378        High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.31.1.el7    rpm           CVE-2020-8648        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-33200       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2023-0590        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-20317       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-33656       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-16536       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.el7         rpm           CVE-2019-14283       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-19528       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-15291       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-3140        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-9756        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-26146       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-0823        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-28964       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2019-7222        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2010-4529        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-957.21.3.el7     rpm           CVE-2019-11477       High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-28097       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-33624       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-17053       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.41.1.el7    rpm           CVE-2021-29650       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.el7         rpm           CVE-2019-9503        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-5972        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-14304       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-16533       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-15917       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.15.2.el7    rpm           CVE-2020-35513       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-16643       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-3753        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-36280       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-2186        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-3139        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-20219       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2018-20836       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.el7         rpm           CVE-2019-15214       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2017-16528       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2017-18551       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-37159       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2014-9710        Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2014-9728        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.8.2.el7     rpm           CVE-2017-18595       High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-3542        Low       
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2020-35501       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2020-12770       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-3567        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-19807       High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-7916        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.18.1.el7    rpm           CVE-2019-11487       High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.45.1.el7    rpm           CVE-2021-37576       High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-17741       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.el7         rpm           CVE-2019-15090       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.el7         rpm           CVE-2019-5108        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2018-9516        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-12380       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2019-3900        High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2018-7273        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.1.1.el7     rpm           CVE-2019-9500        High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-16233       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.24.1.el7    rpm           CVE-2021-27363       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-3628        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-15505       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2020-29374       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-3545        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.11.1.el7    rpm           CVE-2020-25212       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-8694        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-957.12.1.el7     rpm           CVE-2019-6974        High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.18.2.el7    rpm           CVE-2020-10757       High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-16526       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-3424        Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2014-9729        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-3566        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-3903        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.el7         rpm           CVE-2019-10639       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.el7         rpm           CVE-2017-17807       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2018-16658       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-7911        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-29155       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2021-3864        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-4805        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-957.27.2.el7     rpm           CVE-2019-11085       High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-19056       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-20794       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.59.1.el7    rpm           CVE-2021-0920        High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-38160       Unknown   
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.71.1.el7    rpm           CVE-2022-1966        Unknown   
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2012-4542        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-35477       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-0605        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-19332       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2014-0131        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2015-8953        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-17055       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-15807       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.80.1.el7    rpm           CVE-2022-23825       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-16234       Low       
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2022-1011        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-19082       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-19036       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-16527       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.21.1.el7    rpm           CVE-2020-25211       High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2019-11833       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2015-7566        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-14051       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-3028        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-13693       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-20095       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-38096       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2018-19824       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2015-3291        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-45868       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.36.2.el7    rpm           CVE-2020-11668       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2017-15128       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-9458        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.59.1.el7    rpm           CVE-2021-4155        High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2011-1180        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.el7         rpm           CVE-2019-11884       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-31829       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-4788        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.21.1.el7    rpm           CVE-2021-20265       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-8832        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2018-13093       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.12.1.el7    rpm           CVE-2019-14895       High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-2543        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2019-3460        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-10810       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-3689        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-30002       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-19767       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-27067       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-2196        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.6.1.el7     rpm           CVE-2020-14331       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.49.1.el7    rpm           CVE-2020-36385       High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2013-7446        Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2018-20976       High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.18.2.el7    rpm           CVE-2020-12653       High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-15802       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2020-10742       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2011-4087        Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2014-2038        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-40490       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2015-1420        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-15099       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-19447       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2017-9211        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.12.1.el7    rpm           CVE-2019-17133       High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-3344        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.76.1.el7    rpm           CVE-2022-21166       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2023-0597        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-11609       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.31.1.el7    rpm           CVE-2020-27170       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-19533       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2018-16885       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.80.1.el7    rpm           CVE-2022-23816       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2020-8649        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-28713       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.53.1.el7    rpm           CVE-2020-25704       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2022-0001        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.21.1.el7    rpm           CVE-2020-25656       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2015-5707        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-16646       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2018-9363        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-2873        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2019-5489        High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.41.1.el7    rpm           CVE-2021-29154       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-31916       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-28972       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-4482        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-16166       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2022-28693       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-3137        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-9605        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-3138        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.21.1.el7    rpm           CVE-2019-19532       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-2153        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-0630        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-10135       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-3543        Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2022-4379        High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2014-9731        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.18.2.el7    rpm           CVE-2019-0136        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-4580        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-0723        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2023-0394        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-3655        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.80.1.el7    rpm           CVE-2022-2588        High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-28390       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2022-42703       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-45934       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.13.1.el7    rpm           CVE-2020-12888       High      
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2014-9730        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-6130        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-19965       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-28711       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-2188        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2018-10853       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-9178        Low       
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2020-10741       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-2544        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-26555       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.59.1.el7    rpm           CVE-2021-3752        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-19378       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-4159        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-16532       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2018-15594       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-16647       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-24503       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.21.1.el7    rpm           CVE-2020-29661       High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.el7         rpm           CVE-2019-18660       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2018-13053       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-40133       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.76.1.el7    rpm           CVE-2022-21123       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.18.1.el7    rpm           CVE-2019-19338       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-3586        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-3702        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-11184       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.4.3.el7     rpm           CVE-2019-0155        High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-8831        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-19059       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-19530       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.36.2.el7    rpm           CVE-2019-20934       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-12656       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-16535       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-18079       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.11.1.el7    rpm           CVE-2020-14314       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-42896       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2020-27171       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-13631       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2023-0047        Unknown   
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2018-13095       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.7.1.el7     rpm           CVE-2019-15239       High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-19377       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-19062       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.el7         rpm           CVE-2015-9289        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-19055       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-12655       Low       
